PlaceName,Administration Type,State Name,State Codename,Population,Town Class
Barghat,NP,MADHYA_PRADESH,MP,10411,IV
Barhi,NP,MADHYA_PRADESH,MP,10923,IV
Barigarh,NP,MADHYA_PRADESH,MP,8579,V
Barwaha,UA,MADHYA_PRADESH,MP,33559,III
Barwani,M,MADHYA_PRADESH,MP,43232,III
Basoda,UA,MADHYA_PRADESH,MP,64937,II
Begamganj,M,MADHYA_PRADESH,MP,30448,III
Beohari,NP,MADHYA_PRADESH,MP,20010,III
Berasia,NP,MADHYA_PRADESH,MP,24302,III
Betma,NP,MADHYA_PRADESH,MP,12530,IV
Betul Bazar,NP,MADHYA_PRADESH,MP,9646,V
Betul,UA,MADHYA_PRADESH,MP,83722,II
Bhainsdehi,NP,MADHYA_PRADESH,MP,15766,IV
Bhander,NP,MADHYA_PRADESH,MP,20672,III
Bhanpura,NP,MADHYA_PRADESH,MP,16494,IV
Bharveli,CT,MADHYA_PRADESH,MP,9169,V
Bhaurasa,NP,MADHYA_PRADESH,MP,10412,IV
Bhavra,NP,MADHYA_PRADESH,MP,9263,V
Bhedaghat,NP,MADHYA_PRADESH,MP,1840,VI
Bhikangaon,NP,MADHYA_PRADESH,MP,14288,IV
Bhind,M,MADHYA_PRADESH,MP,153752,I
Bhitarwar,NP,MADHYA_PRADESH,MP,15264,IV
Bhopal,UA,MADHYA_PRADESH,MP,1458416,I
Biaora,M,MADHYA_PRADESH,MP,37925,III
Bijawar,NP,MADHYA_PRADESH,MP,18414,IV
Bijuri,NP,MADHYA_PRADESH,MP,28218,III
Bilaua,NP,MADHYA_PRADESH,MP,11441,IV
Bina - Etawa,UA,MADHYA_PRADESH,MP,58401,II
Birsinghpur,NP,MADHYA_PRADESH,MP,12338,IV
Boda,NP,MADHYA_PRADESH,MP,8510,V
Budni,NP,MADHYA_PRADESH,MP,13791,IV
Burhanpur,M Corp.,MADHYA_PRADESH,MP,193725,I
Burhar- Dhanpuri,UA,MADHYA_PRADESH,MP,91975,II
Buxwaha,NP,MADHYA_PRADESH,MP,9065,V
Chachaura -Binaganj,NP,MADHYA_PRADESH,MP,17339,IV
Chakghat,NP,MADHYA_PRADESH,MP,9105,V
Chanderi,M,MADHYA_PRADESH,MP,28305,III
Chandia,NP,MADHYA_PRADESH,MP,12946,IV
Chandla,NP,MADHYA_PRADESH,MP,10216,IV
Chaurai Khas,NP,MADHYA_PRADESH,MP,11394,IV
Chhatarpur,UA,MADHYA_PRADESH,MP,109078,I
Chhindwara,UA,MADHYA_PRADESH,MP,153552,I
Chhota Chhindwara Gotegaon,NP,MADHYA_PRADESH,MP,23420,III
Chichli,CT,MADHYA_PRADESH,MP,9250,V
Chikhli Kalan Parasia,UA,MADHYA_PRADESH,MP,93037,II
Chitrakoot,NP,MADHYA_PRADESH,MP,22279,III
Churhat,NP,MADHYA_PRADESH,MP,13104,IV
Daboh,NP,MADHYA_PRADESH,MP,15897,IV
Dabra,M,MADHYA_PRADESH,MP,56672,II
Damoh,UA,MADHYA_PRADESH,MP,127967,I
Damua,CT,MADHYA_PRADESH,MP,15857,IV
Datia,M,MADHYA_PRADESH,MP,82755,II
Deohara,CT,MADHYA_PRADESH,MP,10840,IV
Deori,CT,MADHYA_PRADESH,MP,5763,V
Deori,M,MADHYA_PRADESH,MP,23806,III
Depalpur,NP,MADHYA_PRADESH,MP,15210,IV
Devendranagar,NP,MADHYA_PRADESH,MP,11413,IV
Dewas,M Corp.,MADHYA_PRADESH,MP,231672,I
Dhamnod,NP,MADHYA_PRADESH,MP,26273,III
Dhana,CT,MADHYA_PRADESH,MP,10274,IV
Dhar,M,MADHYA_PRADESH,MP,75374,II
Dharampuri,NP,MADHYA_PRADESH,MP,13237,IV
Dighawani,CT,MADHYA_PRADESH,MP,7928,V
Diken,NP,MADHYA_PRADESH,MP,7208,V
Dindori,NP,MADHYA_PRADESH,MP,17422,IV
Dola,CT,MADHYA_PRADESH,MP,10377,IV
Dumar Kachhar,CT,MADHYA_PRADESH,MP,9722,V
Gadarwara,UA,MADHYA_PRADESH,MP,39194,III
Gairatganj,CT,MADHYA_PRADESH,MP,8095,V
Garhakota,UA,MADHYA_PRADESH,MP,27363,III
Garhi -Malhara,NP,MADHYA_PRADESH,MP,12964,IV
Garoth,NP,MADHYA_PRADESH,MP,14569,IV
Ghansaur,CT,MADHYA_PRADESH,MP,6131,V
Ghuwara,NP,MADHYA_PRADESH,MP,10813,IV
Gogapur,CT,MADHYA_PRADESH,MP,6341,V
Gohad,M,MADHYA_PRADESH,MP,45232,III
Gormi,NP,MADHYA_PRADESH,MP,17257,IV
Govindgarh,NP,MADHYA_PRADESH,MP,9697,V
Guna,M,MADHYA_PRADESH,MP,137175,I
Gurh,NP,MADHYA_PRADESH,MP,12450,IV
Gwalior,UA,MADHYA_PRADESH,MP,865548,I
Hanumana,NP,MADHYA_PRADESH,MP,14871,IV
Harda,UA,MADHYA_PRADESH,MP,64497,II
Harpalpur,NP,MADHYA_PRADESH,MP,15410,IV
Harrai,NP,MADHYA_PRADESH,MP,9430,V
Harsud,NP,MADHYA_PRADESH,MP,15871,IV
Hatod,NP,MADHYA_PRADESH,MP,9028,V
Hatpipalya,NP,MADHYA_PRADESH,MP,15933,IV
Hatta,M,MADHYA_PRADESH,MP,28514,III
Hindoria,NP,MADHYA_PRADESH,MP,14429,IV
Hirapur,CT,MADHYA_PRADESH,MP,5641,V
Hoshangabad,M,MADHYA_PRADESH,MP,97424,II
Ichhawar,NP,MADHYA_PRADESH,MP,12689,IV
Indergarh,NP,MADHYA_PRADESH,MP,14597,IV
Indore,UA,MADHYA_PRADESH,MP,1516918,I
Isagarh,NP,MADHYA_PRADESH,MP,10347,IV
Itarsi,UA,MADHYA_PRADESH,MP,107831,I
Jabalpur,UA,MADHYA_PRADESH,MP,1098000,I
Jaisinghnagar,NP,MADHYA_PRADESH,MP,7393,V
Jaithari,NP,MADHYA_PRADESH,MP,7800,V
Jaitwara,NP,MADHYA_PRADESH,MP,8908,V
Jamai,M,MADHYA_PRADESH,MP,22440,III
Jaora,UA,MADHYA_PRADESH,MP,65111,II
Jatara,NP,MADHYA_PRADESH,MP,15599,IV
Jawad,NP,MADHYA_PRADESH,MP,16687,IV
Jawar,NP,MADHYA_PRADESH,MP,7132,V
Jeron Khalsa,NP,MADHYA_PRADESH,MP,8298,V
Jhabua,M,MADHYA_PRADESH,MP,30577,III
Jhundpura,NP,MADHYA_PRADESH,MP,8094,V
Jiran,NP,MADHYA_PRADESH,MP,10523,IV
Jirapur,NP,MADHYA_PRADESH,MP,16822,IV
Jobat,NP,MADHYA_PRADESH,MP,9991,V
Joura,UA,MADHYA_PRADESH,MP,33512,III
Kailaras,NP,MADHYA_PRADESH,MP,21936,III
Kakarhati,NP,MADHYA_PRADESH,MP,7104,V
Kali Chhapar,CT,MADHYA_PRADESH,MP,10692,IV
Kanad,NP,MADHYA_PRADESH,MP,8651,V
Kannod,NP,MADHYA_PRADESH,MP,15185,IV
Kantaphod,NP,MADHYA_PRADESH,MP,9256,V
Kareli,NP,MADHYA_PRADESH,MP,25043,III
Karera,NP,MADHYA_PRADESH,MP,23505,III
Kari,NP,MADHYA_PRADESH,MP,8689,V
Karnawad,NP,MADHYA_PRADESH,MP,10262,IV
Karrapur,CT,MADHYA_PRADESH,MP,9263,V
Kasrawad,NP,MADHYA_PRADESH,MP,19050,IV
Katangi,NP,MADHYA_PRADESH,MP,17062,IV
Katangi,NP,MADHYA_PRADESH,MP,14763,IV
KelhauriChachai,CT,MADHYA_PRADESH,MP,9498,V
Khacharod,M,MADHYA_PRADESH,MP,29835,III
Khajuraho,NP,MADHYA_PRADESH,MP,19286,IV
Khand Bansagar,NP,MADHYA_PRADESH,MP,10921,IV
Khandwa,M Corp.,MADHYA_PRADESH,MP,172242,I
Khaniyadhana,NP,MADHYA_PRADESH,MP,12580,IV
Khargapur,NP,MADHYA_PRADESH,MP,12413,IV
Khargone,UA,MADHYA_PRADESH,MP,103448,I
Khategaon,NP,MADHYA_PRADESH,MP,21019,III
Khetia,NP,MADHYA_PRADESH,MP,14263,IV
Khilchipur,NP,MADHYA_PRADESH,MP,15317,IV
Khirkiya,NP,MADHYA_PRADESH,MP,17487,IV
Khujner,NP,MADHYA_PRADESH,MP,9281,V
Khurai,UA,MADHYA_PRADESH,MP,41511,III
Kolaras,NP,MADHYA_PRADESH,MP,15682,IV
Kotar,NP,MADHYA_PRADESH,MP,6863,V
Kothi,NP,MADHYA_PRADESH,MP,7710,V
Kotma,M,MADHYA_PRADESH,MP,28487,III
Kukshi,NP,MADHYA_PRADESH,MP,24313,III
Kumbhraj,NP,MADHYA_PRADESH,MP,14055,IV
Kurwai,NP,MADHYA_PRADESH,MP,13741,IV
Kymore,NP,MADHYA_PRADESH,MP,20150,III
Lahar,NP,MADHYA_PRADESH,MP,28253,III
Lakhnadon,NP,MADHYA_PRADESH,MP,14344,IV
Lateri,NP,MADHYA_PRADESH,MP,14057,IV
Laundi,NP,MADHYA_PRADESH,MP,20168,III
Lidhorakhas,NP,MADHYA_PRADESH,MP,11162,IV
Lodhikheda,NP,MADHYA_PRADESH,MP,9305,V
Loharda,NP,MADHYA_PRADESH,MP,7996,V
Machalpur,NP,MADHYA_PRADESH,MP,7885,V
Maharajpur,NP,MADHYA_PRADESH,MP,21490,III
Maheshwar,NP,MADHYA_PRADESH,MP,19649,IV
Mahidpur,UA,MADHYA_PRADESH,MP,29379,III
aihar,M,MADHYA_PRADESH,MP,34342,III
Majholi,NP,MADHYA_PRADESH,MP,11318,IV
Maksi,NP,MADHYA_PRADESH,MP,18325,IV
alajkhand,M,MADHYA_PRADESH,MP,32296,III
Malhargarh,NP,MADHYA_PRADESH,MP,7339,V
Manasa,NP,MADHYA_PRADESH,MP,22623,III
anawar,M,MADHYA_PRADESH,MP,25467,III
Mandav,NP,MADHYA_PRADESH,MP,8544,V
andideep,M,MADHYA_PRADESH,MP,39859,III
Mandla,UA,MADHYA_PRADESH,MP,60542,II
Mandleshwar,NP,MADHYA_PRADESH,MP,11351,IV
Mandsaur,UA,MADHYA_PRADESH,MP,117555,I
Mangalya-Sadak,CT,MADHYA_PRADESH,MP,5950,V
Mangawan,NP,MADHYA_PRADESH,MP,11560,IV
Manpur,NP,MADHYA_PRADESH,MP,6525,V
Mau,NP,MADHYA_PRADESH,MP,18367,IV
Mauganj,NP,MADHYA_PRADESH,MP,23024,III
Meghnagar,CT,MADHYA_PRADESH,MP,10318,IV
Mehgaon,NP,MADHYA_PRADESH,MP,14739,IV
Mhow Cantt.,UA,MADHYA_PRADESH,MP,92364,II
Mhowgaon,NP,MADHYA_PRADESH,MP,20523,III
Mihona,NP,MADHYA_PRADESH,MP,14805,IV
Mohgaon,NP,MADHYA_PRADESH,MP,9892,V
orena,M,MADHYA_PRADESH,MP,150959,I
Multai,NP,MADHYA_PRADESH,MP,21423,III
Mundi,NP,MADHYA_PRADESH,MP,10672,IV
Mungaoli,NP,MADHYA_PRADESH,MP,19536,IV
Murwara Katni,M Corp.,MADHYA_PRADESH,MP,187029,I
Nagda,M,MADHYA_PRADESH,MP,96579,II
Nagod,NP,MADHYA_PRADESH,MP,19461,IV
Nagri,NP,MADHYA_PRADESH,MP,6565,V
Nai-Garhi,NP,MADHYA_PRADESH,MP,8767,V
Nainpur,M,MADHYA_PRADESH,MP,21760,III
Nalkheda,NP,MADHYA_PRADESH,MP,14198,IV
Namli,NP,MADHYA_PRADESH,MP,8484,V
Narayangarh,NP,MADHYA_PRADESH,MP,10081,IV
Narsimhapur,UA,MADHYA_PRADESH,MP,56203,II
Narsinghgarh,M,MADHYA_PRADESH,MP,27723,III
Narwar,NP,MADHYA_PRADESH,MP,15714,IV
Nasrullaganj,NP,MADHYA_PRADESH,MP,17240,IV
Naudhia,CT,MADHYA_PRADESH,MP,7137,V
Neemuch,UA,MADHYA_PRADESH,MP,112852,I
Nepanagar,M,MADHYA_PRADESH,MP,31638,III
Niwari,NP,MADHYA_PRADESH,MP,20713,III
Nowgong,M,MADHYA_PRADESH,MP,33024,III
Nowrozabad Khodargama,NP,MADHYA_PRADESH,MP,22403,III
Obedullaganj,NP,MADHYA_PRADESH,MP,19938,IV
Omkareshwar,NP,MADHYA_PRADESH,MP,6616,V
Orchha,NP,MADHYA_PRADESH,MP,8501,V
Ordnance Factory Itarsi,CT,MADHYA_PRADESH,MP,10259,IV
Pachmarhi Cantt.,CB,MADHYA_PRADESH,MP,11370,IV
Pachore,NP,MADHYA_PRADESH,MP,20939,III
Pal Chaurai,CT,MADHYA_PRADESH,MP,7262,V
Palera,NP,MADHYA_PRADESH,MP,14632,IV
Pali,NP,MADHYA_PRADESH,MP,20942,III
Panagar,M,MADHYA_PRADESH,MP,25199,III
Panara,CT,MADHYA_PRADESH,MP,4143,VI
Pandhana,NP,MADHYA_PRADESH,MP,11002,IV
Pandhurna,M,MADHYA_PRADESH,MP,40931,III
Panna,UA,MADHYA_PRADESH,MP,52057,II
Pansemal,NP,MADHYA_PRADESH,MP,10744,IV
Pasan,M,MADHYA_PRADESH,MP,29565,III
Patan,NP,MADHYA_PRADESH,MP,13213,IV
Patharia,NP,MADHYA_PRADESH,MP,17185,IV
Pawai,NP,MADHYA_PRADESH,MP,12004,IV
Petlawad,NP,MADHYA_PRADESH,MP,12421,IV
Phuphkalan,NP,MADHYA_PRADESH,MP,10246,IV
Pichhore,NP,MADHYA_PRADESH,MP,14891,IV
Pichhore,NP,MADHYA_PRADESH,MP,11725,IV
Pipariya,UA,MADHYA_PRADESH,MP,44378,III
Piploda,NP,MADHYA_PRADESH,MP,7303,V
Piplya Mandi,NP,MADHYA_PRADESH,MP,13705,IV
Pithampur,NP,MADHYA_PRADESH,MP,68080,II
Polaykalan,NP,MADHYA_PRADESH,MP,10850,IV
Porsa,M,MADHYA_PRADESH,MP,33103,III
Prithvipur,NP,MADHYA_PRADESH,MP,22535,III
Raghogarh-Vijaypur,M,MADHYA_PRADESH,MP,49173,III
Rahatgarh,NP,MADHYA_PRADESH,MP,25215,III
Raisen,M,MADHYA_PRADESH,MP,35702,III
Rajgarh,NP,MADHYA_PRADESH,MP,23937,III
Rajgarh,NP,MADHYA_PRADESH,MP,15617,IV
Rajnagar,NP,MADHYA_PRADESH,MP,12449,IV
Rajpur,NP,MADHYA_PRADESH,MP,17913,IV
Rampur Baghelan,NP,MADHYA_PRADESH,MP,11310,IV
Rampur Naikin,NP,MADHYA_PRADESH,MP,9900,V
Rampura,NP,MADHYA_PRADESH,MP,17757,IV
Ranapur,NP,MADHYA_PRADESH,MP,10612,IV
Ratangarh,NP,MADHYA_PRADESH,MP,7004,V
Ratlam,UA,MADHYA_PRADESH,MP,234419,I
Rau,NP,MADHYA_PRADESH,MP,20855,III
Rehli,M,MADHYA_PRADESH,MP,25890,III
Rehti,NP,MADHYA_PRADESH,MP,9742,V
Rewa,M Corp.,MADHYA_PRADESH,MP,183274,I
Runji -Gautampura,NP,MADHYA_PRADESH,MP,13225,IV
Sabalgarh,UA,MADHYA_PRADESH,MP,34039,III
Sagar,UA,MADHYA_PRADESH,MP,308922,I
Sailana,NP,MADHYA_PRADESH,MP,10888,IV
Sanawad,M,MADHYA_PRADESH,MP,34114,III
Sanchi,NP,MADHYA_PRADESH,MP,6784,V
Sarangpur,M,MADHYA_PRADESH,MP,32294,III
Sardarpur,NP,MADHYA_PRADESH,MP,6118,V
Sarni,M,MADHYA_PRADESH,MP,95012,II
Satai,NP,MADHYA_PRADESH,MP,8295,V
Satna,UA,MADHYA_PRADESH,MP,229307,I
Satwas,NP,MADHYA_PRADESH,MP,10931,IV
Sausar,NP,MADHYA_PRADESH,MP,24312,III
Sawer,NP,MADHYA_PRADESH,MP,13156,IV
Sehore,UA,MADHYA_PRADESH,MP,92518,II
Semaria,NP,MADHYA_PRADESH,MP,12325,IV
Sendhwa,M,MADHYA_PRADESH,MP,48941,III
Seondha,NP,MADHYA_PRADESH,MP,19525,IV
Seoni,M,MADHYA_PRADESH,MP,89801,II
Seoni-alwa,M,MADHYA_PRADESH,MP,26202,III
Sethiya,CT,MADHYA_PRADESH,MP,4559,VI
Shahdol,M,MADHYA_PRADESH,MP,78624,II
Shahgarh,NP,MADHYA_PRADESH,MP,14486,IV
Shahpur,CT,MADHYA_PRADESH,MP,3997,VI
Shahpur,NP,MADHYA_PRADESH,MP,18155,IV
Shahpur,NP,MADHYA_PRADESH,MP,12180,IV
Shahpura,NP,MADHYA_PRADESH,MP,11958,IV
Shahpura,NP,MADHYA_PRADESH,MP,9448,V
Shajapur,UA,MADHYA_PRADESH,MP,57818,II
Shamgarh,NP,MADHYA_PRADESH,MP,21507,III
Sheopur,UA,MADHYA_PRADESH,MP,58342,II
Shivpuri,M,MADHYA_PRADESH,MP,146892,I
Shujalpur,M,MADHYA_PRADESH,MP,42461,III
Sidhi,M,MADHYA_PRADESH,MP,45700,III
Sihora,M,MADHYA_PRADESH,MP,37870,III
Singoli,NP,MADHYA_PRADESH,MP,8316,V
Singrauli,M Corp.,MADHYA_PRADESH,MP,185190,I
Sinhasa,CT,MADHYA_PRADESH,MP,4079,VI
Sirgora,CT,MADHYA_PRADESH,MP,8481,V
Sirmaur,NP,MADHYA_PRADESH,MP,10936,IV
Sironj,M,MADHYA_PRADESH,MP,42179,III
Sitamau,NP,MADHYA_PRADESH,MP,12889,IV
Sohagpur,NP,MADHYA_PRADESH,MP,22339,III
Sonkatch,NP,MADHYA_PRADESH,MP,15553,IV
Soyatkalan,NP,MADHYA_PRADESH,MP,13544,IV
Sultanpur,NP,MADHYA_PRADESH,MP,8718,V
Susner,NP,MADHYA_PRADESH,MP,13430,IV
Suthaliya,NP,MADHYA_PRADESH,MP,7600,V
Tal,NP,MADHYA_PRADESH,MP,13061,IV
Talen,NP,MADHYA_PRADESH,MP,9089,V
Tarana,NP,MADHYA_PRADESH,MP,21453,III
Taricharkalan,NP,MADHYA_PRADESH,MP,6441,V
Tekanpur,CT,MADHYA_PRADESH,MP,12823,IV
Tendukheda,NP,MADHYA_PRADESH,MP,11229,IV
Teonthar,NP,MADHYA_PRADESH,MP,15254,IV
Thandla,NP,MADHYA_PRADESH,MP,12685,IV
Tikamgarh,M,MADHYA_PRADESH,MP,68426,II
Timarni,NP,MADHYA_PRADESH,MP,19183,IV
Tirodi,CT,MADHYA_PRADESH,MP,8849,V
Udaipura,NP,MADHYA_PRADESH,MP,13783,IV
Ujjain,UA,MADHYA_PRADESH,MP,431162,I
Ukwa,CT,MADHYA_PRADESH,MP,7110,V
Umaria,M,MADHYA_PRADESH,MP,26842,III
Unchahara,NP,MADHYA_PRADESH,MP,16664,IV
Unhel,NP,MADHYA_PRADESH,MP,13950,IV
Vidisha,M,MADHYA_PRADESH,MP,125453,I
Vijaypur,NP,MADHYA_PRADESH,MP,14556,IV
Vijayraghavgarh,NP,MADHYA_PRADESH,MP,7159,V
Waraseoni,UA,MADHYA_PRADESH,MP,24757,III
Ahiwara,NP,CHHATTISGARH,CHH,18719,IV
Akaltara,NP,CHHATTISGARH,CHH,20367,III
Ambagarh Chowki,NP,CHHATTISGARH,CHH,8513,V
Ambikapur,UA,CHHATTISGARH,CHH,90967,II
Arang,NP,CHHATTISGARH,CHH,16629,IV
Bade Bacheli,NP,CHHATTISGARH,CHH,20411,III
Bagbahara,NP,CHHATTISGARH,CHH,16747,IV
Baikunthpur,NP,CHHATTISGARH,CHH,10077,IV
Balod,NP,CHHATTISGARH,CHH,21165,III
Baloda,NP,CHHATTISGARH,CHH,11331,IV
Baloda Bazar,NP,CHHATTISGARH,CHH,22853,III
Banarsi,CT,CHHATTISGARH,CHH,10653,IV
Basna,CT,CHHATTISGARH,CHH,8818,V
Bemetra,NP,CHHATTISGARH,CHH,23315,III
Bhatapara,M,CHHATTISGARH,CHH,50118,II
Bhatgaon,NP,CHHATTISGARH,CHH,8228,V
Bilaspur,UA,CHHATTISGARH,CHH,335293,I
Bilha,NP,CHHATTISGARH,CHH,8988,V
Birgaon,CT,CHHATTISGARH,CHH,23562,III
Bodri,NP,CHHATTISGARH,CHH,13403,IV
Champa,M,CHHATTISGARH,CHH,37951,III
Chharchha,CT,CHHATTISGARH,CHH,15217,IV
Chhuikhadan,NP,CHHATTISGARH,CHH,6418,V
Chirmiri,UA,CHHATTISGARH,CHH,93373,II
Dalli-Rajhara,UA,CHHATTISGARH,CHH,57058,II
Dantewada,NP,CHHATTISGARH,CHH,6641,V
Dhamdha,NP,CHHATTISGARH,CHH,8577,V
Dhamtari,M,CHHATTISGARH,CHH,82111,II
Dharamjaigarh,NP,CHHATTISGARH,CHH,13598,IV
Dipka,CT,CHHATTISGARH,CHH,20150,III
Dongargaon,NP,CHHATTISGARH,CHH,11517,IV
Dongargarh,M,CHHATTISGARH,CHH,34441,III
Durg-Bhilai Nagar,UA,CHHATTISGARH,CHH,927864,I
Gandai,NP,CHHATTISGARH,CHH,11831,IV
Gaurella,NP,CHHATTISGARH,CHH,15189,IV
Geedam,CT,CHHATTISGARH,CHH,5901,V
Gharghoda,NP,CHHATTISGARH,CHH,8103,V
Gobra Nawapara,M,CHHATTISGARH,CHH,25591,III
Gogaon,CT,CHHATTISGARH,CHH,10456,IV
Jagdalpur,UA,CHHATTISGARH,CHH,103123,I
Jashpurnagar,NP,CHHATTISGARH,CHH,20239,III
Jhagrakhand,NP,CHHATTISGARH,CHH,7504,V
Kanker,UA,CHHATTISGARH,CHH,31385,III
Katghora,NP,CHHATTISGARH,CHH,18523,IV
Kawardha,UA,CHHATTISGARH,CHH,32415,III
Khairagarh,NP,CHHATTISGARH,CHH,15157,IV
Khamharia,NP,CHHATTISGARH,CHH,6799,V
Kharod,NP,CHHATTISGARH,CHH,8606,V
Kharsia,NP,CHHATTISGARH,CHH,17388,IV
Khongapani,CT,CHHATTISGARH,CHH,17862,IV
Kirandul,M,CHHATTISGARH,CHH,19059,IV
Kondagaon,M,CHHATTISGARH,CHH,26898,III
Korba,M Corp.,CHHATTISGARH,CHH,315690,I
Kota,NP,CHHATTISGARH,CHH,15031,IV
Kurud,NP,CHHATTISGARH,CHH,11473,IV
Lormi,NP,CHHATTISGARH,CHH,12156,IV
ahasamund,M,CHHATTISGARH,CHH,47100,III
ahendragarh,M,CHHATTISGARH,CHH,30758,III
Mehmand,CT,CHHATTISGARH,CHH,5780,V
Mungeli,UA,CHHATTISGARH,CHH,31613,III
Naila Janjgir,M,CHHATTISGARH,CHH,32513,III
Naya Baradwar,NP,CHHATTISGARH,CHH,6231,V
Pandariya,NP,CHHATTISGARH,CHH,12477,IV
Patan,NP,CHHATTISGARH,CHH,8812,V
Pathalgaon,NP,CHHATTISGARH,CHH,13956,IV
Pendra,NP,CHHATTISGARH,CHH,12397,IV
Pithora,NP,CHHATTISGARH,CHH,7934,V
Raigarh,UA,CHHATTISGARH,CHH,115908,I
Raipur,UA,CHHATTISGARH,CHH,700113,I
Rajgamar,CT,CHHATTISGARH,CHH,12600,IV
Rajnandgaon,M Corp.,CHHATTISGARH,CHH,143770,I
Ramanujganj,NP,CHHATTISGARH,CHH,9855,V
Ratanpur,NP,CHHATTISGARH,CHH,19839,IV
Sakti,NP,CHHATTISGARH,CHH,20213,III
Saraipali,NP,CHHATTISGARH,CHH,17081,IV
Sarangarh,NP,CHHATTISGARH,CHH,14459,IV
Shivrinarayan,NP,CHHATTISGARH,CHH,8107,V
Simga,NP,CHHATTISGARH,CHH,13143,IV
Surajpur,NP,CHHATTISGARH,CHH,16834,IV
Takhatpur,NP,CHHATTISGARH,CHH,17005,IV
Telgaon,CT,CHHATTISGARH,CHH,7149,V
Tilda Newra,UA,CHHATTISGARH,CHH,26909,III
Urla,CT,CHHATTISGARH,CHH,9363,V
Vishrampur,CT,CHHATTISGARH,CHH,12376,IV
,Agartala MCl,TRIPURA,TRI,189998,I
,Amarpur NP,TRIPURA,TRI,10861,IV
,Ambassa CT,TRIPURA,TRI,6045,V
,Badharghat CT,TRIPURA,TRI,47713,III
,Belonia NP,TRIPURA,TRI,15760,IV
,Dharmanagar NP,TRIPURA,TRI,30790,III
,Gakulnagar CT,TRIPURA,TRI,9659,V
,Gandhigram CT,TRIPURA,TRI,10669,IV
Indranagar part CT,part CT,TRIPURA,TRI,17807,IV
,Jogendranagar CT,TRIPURA,TRI,34850,III
,Kailasahar NP,TRIPURA,TRI,20286,III
,Kamalpur NP,TRIPURA,TRI,5143,V
,Kanchanpur CT,TRIPURA,TRI,7679,V
,Khowai NP,TRIPURA,TRI,17689,IV
,Kumarghat NP,TRIPURA,TRI,11593,IV
Kunjaban part CT,part CT,TRIPURA,TRI,7343,V
,Narsingarh CT,TRIPURA,TRI,6820,V
,Pratapgarh CT,TRIPURA,TRI,26837,III
,Ranirbazar NP,TRIPURA,TRI,11003,IV
,Sabroom NP,TRIPURA,TRI,5768,V
,Sonamura NP,TRIPURA,TRI,10074,IV
,Teliamura NP,TRIPURA,TRI,19605,IV
,Udaipur NP,TRIPURA,TRI,21758,III
Achabal,NAC,JAMMU_KASHMIR,J&K,5834,V
Akhnoor,NAC,JAMMU_KASHMIR,J&K,10896,IV
Anantnag,UA,JAMMU_KASHMIR,J&K,97896,II
Arnia,NAC,JAMMU_KASHMIR,J&K,9057,V
Awantipora,NAC,JAMMU_KASHMIR,J&K,6252,V
Badgam,NAC,JAMMU_KASHMIR,J&K,11767,IV
Bandipore,NAC,JAMMU_KASHMIR,J&K,25795,III
Banihal,NAC,JAMMU_KASHMIR,J&K,2795,VI
Baramula,UA,JAMMU_KASHMIR,J&K,71896,II
Bashohli,NAC,JAMMU_KASHMIR,J&K,5945,V
Batote,NAC,JAMMU_KASHMIR,J&K,3799,VI
Beerwah,NAC,JAMMU_KASHMIR,J&K,6295,V
Bhaderwah,NAC,JAMMU_KASHMIR,J&K,10516,IV
Bijbehara,NAC,JAMMU_KASHMIR,J&K,19794,IV
Billawar,NAC,JAMMU_KASHMIR,J&K,4640,VI
Bishna,NAC,JAMMU_KASHMIR,J&K,9139,V
Chenani,NAC,JAMMU_KASHMIR,J&K,2054,VI
Chrari Sharief,NAC,JAMMU_KASHMIR,J&K,7374,V
Doda,NAC,JAMMU_KASHMIR,J&K,11320,IV
Duru-Verinag,NAC,JAMMU_KASHMIR,J&K,17237,IV
Ganderbal,NAC,JAMMU_KASHMIR,J&K,13721,IV
Gho-Manhasan,NAC,JAMMU_KASHMIR,J&K,3709,VI
Gorah Salathian,CT,JAMMU_KASHMIR,J&K,4122,VI
Gulmarg,NAC,JAMMU_KASHMIR,J&K,878,VI
Hajan,NAC,JAMMU_KASHMIR,J&K,9972,V
Handwara,NAC,JAMMU_KASHMIR,J&K,10638,IV
Hiranagar,NAC,JAMMU_KASHMIR,J&K,8437,V
Jammu,UA,JAMMU_KASHMIR,J&K,612163,I
Jourian,NAC,JAMMU_KASHMIR,J&K,3630,VI
Kargil,NAC,JAMMU_KASHMIR,J&K,10657,IV
Kathua,UA,JAMMU_KASHMIR,J&K,51034,II
Katra,NAC,JAMMU_KASHMIR,J&K,8083,V
Khan Sahib,NAC,JAMMU_KASHMIR,J&K,2038,VI
Khour,NAC,JAMMU_KASHMIR,J&K,6518,V
Khrew,NAC,JAMMU_KASHMIR,J&K,7166,V
Kishtwar,NAC,JAMMU_KASHMIR,J&K,14936,IV
Kud,NAC,JAMMU_KASHMIR,J&K,1243,VI
Kukernag,NAC,JAMMU_KASHMIR,J&K,4863,VI
Kulgam,NAC,JAMMU_KASHMIR,J&K,13136,IV
Kunzer,NAC,JAMMU_KASHMIR,J&K,1901,VI
Kupwara,NAC,JAMMU_KASHMIR,J&K,14857,IV
Lakhenpur,NAC,JAMMU_KASHMIR,J&K,1597,VI
Leh,NAC,JAMMU_KASHMIR,J&K,28639,III
